Article Title,Reprint Addresses,Funding Orgs,"Times Cited, WoS Core","Times Cited, All Databases",Publication Date,Publication Year,DOI,
Nuclear counter effect of silicon photodiode used in CsI(Tl) crystal calorimeter,"Wang, ZG (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,2,3,SEP,2006,,
"Search for the rare decays J/psi -> D(s)(-)e(+)nu(e), J/psi -> D(-)e(+)nu(e), and J/psi ->(D-0)over-bare(+)e(-)","Sun, SS (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,12,13,AUG 17,2006,10.1016/j.physletb.2006.06.045,
A generator for multipole analysis of psi '->gamma ''chi ->gamma 'gamma J/psi,"Li, G (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,1,1,AUG,2006,,
Time measurement system prototype for BESIII TOF,"Guo, JH (corresponding author), Univ Sci & Technol China, Fast Electron Lab, Dept Modern Phys, Hefei 230026, Peoples R China.",,7,18,AUG,2006,,
Search for D+->phi l(+)nu and measurement of the branching fraction for D+->phi pi(+),"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,7,9,JUL,2006,10.1140/epjc/s2006-02563-1,
Study of the compensation voltage on the boundary field layer of the BESIII drift chamber,"Wu, LH (corresponding author), CAS, Inst High Energy Phys, Beijing 100049, Peoples R China.",,3,3,JUL,2006,,
First observation of psi(2S)-> pnover-bar pi(-)+c.c.,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,12,14,JUL,2006,10.1103/PhysRevD.74.012004,
Transitional description of mass spectra and radiative decay widths for q(q)over-bar mesons in the U(4) model,"Pan, F (corresponding author), Liaoning Normal Univ, Dept Phys, Dalian 116029, Peoples R China.",,1,1,JUN,2006,10.1140/epja/i2006-10062-4,
"Timing performance of plastic, scintillators of various sizes in a beam test","Zhao, L (corresponding author), Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Peoples R China.",,0,0,JUN,2006,,
Recent development of magnet technology in China: Large devices for fusion and other applications,"Weng, PD (corresponding author), CAS, Inst Plasma Phys, Hefei 230031, Anhui, Peoples R China.",,6,6,JUN,2006,10.1109/TASC.2006.873321,
The implementation and application of statecharts in real-time system in high energy physics,"Zhu, HT (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Expt Phys Ctr, Beijing 100049, Peoples R China.",,2,2,JUN,2006,10.1109/TNS.2006.873707,
Pseudoscalar production at omega omega threshold in J/psi ->gamma omega omega,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,37,37,JUN,2006,10.1103/PhysRevD.73.112007,
Object-oriented BESIII detector simulation system,"Deng, ZY (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,117,129,MAY,2006,,
R&D of the endcap TOF detector for BESIII,"Tang, ZB (corresponding author), Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Peoples R China.",,5,6,MAY,2006,,
Monte Carlo simulation of the BEPC II/BESIII backgrounds - Touschek effect,"Jin, DP (corresponding author), CAS, Inst High Energy Phys, Beijing 100049, Peoples R China.",,5,7,MAY,2006,,
Daya Bay Neutrino Experiment,"Cao, J (corresponding author), Inst High Energy Phys, POB 918, Beijing 100049, Peoples R China.",,23,24,MAY,2006,10.1016/j.nuclphysbps.2006.02.057,
Observation of a near-threshold enhancement in the omega phi mass spectrum from the doubly OZI-suppressed decay J/psi ->gamma omega phi,"Ablikim, M (corresponding author), Purdue Univ, W Lafayette, IN 47907 USA.",,151,155,APR 28,2006,10.1103/PhysRevLett.96.162002,
Covariant tensor formalism for partial wave analyses of psi decays into gamma B(B)over-bar,"Dulat, S (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,1,1,APR,2006,,
Cosmic ray test station for BESIII RPC,"Liu, Q (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,5,6,APR,2006,,
"Isotopic tracer studies on the metabolism and functional roles of mineral elements in institute of high energy physics, China","Chai, ZF (corresponding author), Chinese Acad Sci, Key Lab Nucl Analyt Techn, Inst High Energy Phys, Beijing 100049, Peoples R China.",,2,2,APR,2006,10.3327/jnst.43.450,
A high-current RFQ accelerator for the ADS system in China,"Fu, SN (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,7,7,APR,2006,,
"Measurements of J/psi decays into omega pi(0), omega eta, and omega eta(')","Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,0,0,MAR,2006,10.1103/PhysRevD.73.052007,
Measurement of chi(cJ) decays to 2(pi(+)pi(-))p(p)over-bar final states,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,4,4,MAR,2006,10.1103/PhysRevD.73.052006,
Experimental study of psi (2S) decays to K+K-pi(+)pi(-)pi(0) final states,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,7,8,MAR,2006,10.1103/PhysRevD.73.052004,
"Measurement of the branching fractions for J/psi ->gamma pi(0), gamma eta and gamma eta(')","Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,27,27,MAR,2006,10.1103/PhysRevD.73.052008,
Full one-loop electroweak and NLO QCD corrections to the associated production of chargino and neutralino at hadron colliders,"Sun, HO (corresponding author), CCAST, World Lab, POB 8730, Beijing 100080, Peoples R China.",,2,2,MAR,2006,10.1103/PhysRevD.73.055002,
Evidence for kappa meson production in J/psi ->(K)over-bar*(892)K-0(+)pi(-) process,"Takamatsu, K (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,113,115,FEB 23,2006,10.1016/j.physletb.2005.12.062,
A beam test of a prototype of the BESIII drift chamber in magnetic field,"Liu, JB (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,12,13,FEB 15,2006,10.1016/j.nima.2005.11.093,
BESII results on hadron spectroscopy,"Jin, S (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,2,2,FEB 10,2006,10.1142/S0217751X06031806,
Recent results on J/psi decays from BESII,"Fang, SS (corresponding author), CCAST, POB 8730, Beijing 100080, Peoples R China.",,8,8,FEB 10,2006,10.1142/S0217751X06032137,
First measurements of eta(c) decaying into K (+) K (-)2 (pi(+)pi(-)) and 3(pi(+)pi(-)),"Fang, SS (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,0,0,FEB 2,2006,10.1016/j.physletb.2005.10.078,
Search for eta(c) decays into pi pi and K(K)over-bar,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,2,2,FEB,2006,10.1140/epjc/s2005-02445-0,
Application of atomic force Microscopy on the nanometer scale surface roughness measurement,"Han, XW (corresponding author), Chongqing Univ, State Key Lab Mech Transmiss, Chongqing 630044, Peoples R China.",National Natural Science FoundationNational Natural Science Foundation of China (NSFC) [59775069],0,0,,2006,10.1109/NEMS.2006.334654,
GDIA: A scalable grid infrastructure for data intensive applications,"Wei, XH (corresponding author), Jilin Univ, Coll Comp Sci & Technol, Changchun 130012, Jilin, Peoples R China.","Jilin University and Platform [3B6056721421, 419070200053, 420010302338]; China NSFNational Natural Science Foundation of China (NSFC) [60473099]; Jilin Province Outstanding Young Researcher [20040119]; NSFNational Science Foundation (NSF) [INT-0314015]; NIH/NCRRUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Center for Research Resources (NCRR) [P41 RR08605]",0,0,,2006,,
Observation of X(1835) and multiquark candidates at BESII,"Jin, S (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,0,0,,2006,,
Recent BESII results of charmonium decays,"Mo, XH (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100039, Peoples R China.",,0,0,,2006,,
New results from psi ' decays and psi '' -> rho pi decay,"Zhu, YS (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100039, Peoples R China.",,1,1,,2006,,
Recent J/psi results from BESII,"Shen, XY (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,0,0,,2006,,
Design and analysis of x-ray microscope of four mirrors working at grazing incidence,"Hu, JS (corresponding author), Dalian Univ Technol, Sch Elect & Informat Engn, Dalian 116024, Peoples R China.",,0,0,,2006,10.1117/12.668106,
Observation of a resonance X(1835) in J/psi ->gamma pi(+)pi(-)eta('),"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,161,168,DEC 31,2005,10.1103/PhysRevLett.95.262001,
Angular distributions for psi ' sequential decays into 2(pi(+)pi(-))p(p)over-bar gamma via X-cJ,"Ping, RG (corresponding author), Chinese Acad Sci, Inst High Energy Phys, POB 918 1, Beijing 100049, Peoples R China.",,1,1,DEC 15,2005,10.1088/6102/44/6/1050,
Raw data management system on GAUDI framework,"Zhang, XM (corresponding author), CAS, Inst High Energy Phys, Beijing 100049, Peoples R China.",,1,2,DEC,2005,,
Neutrino quasinormal modes of the Reissner-Nordstrom black hole,"Jing, JL (corresponding author), Hunan Normal Univ, Inst Phys, Changsha 410081, Hunan, Peoples R China.",,2,2,DEC,2005,,
First observation of (XcJ) -> omega omega decays,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,19,20,DEC 1,2005,10.1016/j.physletb.2005.08.133,
Measurement of the cross section for e(+)e(-) -> p$$(p)over-bar at center-of-mass energies from 2.0 to 3.07 GeV,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,57,59,DEC 1,2005,10.1016/j.physletb.2005.09.044,
First observations of psi(2S) and chi(cJ)(1P) decays to four-body final states h(+)h(-)K(S)(0)K(S)(0),"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100039, Peoples R China.",,7,7,DEC 1,2005,10.1016/j.physletb.2005.09.050,
Timing asteroid occultations by photometry,"Yan, F (corresponding author), Renmin Univ China, High Sch, 37 Zhongguancun Rd, Beijing 100080, Peoples R China.",,1,1,NOV 1,2005,10.1016/j.icarus.2005.07.015,
BESII detector simulation,"Liu, HM (corresponding author), Chinese Acad Sci, Inst High Energy Phys, POB 918 Yuquan Rd 192, Beijing 100049, Peoples R China.",,66,71,NOV 1,2005,10.1016/j.nima.2005.06.079,
Beam test for a 1 : 1 module of time of flight counter of BESII,"Sun, ZJ (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,5,6,OCT,2005,,
Search for psi(3770)->rho pi at the BESII detector at the Beijing Electron-Positron Collider,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,19,19,OCT,2005,10.1103/PhysRevD.72.072007,
A prototype of the read-out subsystem of the BESIII DAQ based on PowerPC,"Ning, T (corresponding author), Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Peoples R China.",,4,5,OCT,2005,10.1088/1009-0630/7/5/021,
Measurements of Cabibbo-suppressed hadronic decay fractions of charmed D-0 and D+ mesons,"Sun, SS (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,17,19,AUG 25,2005,10.1016/j.physletb.2005.06.063,
Irradiation test of FPGA for BES III,"Chen, YX (corresponding author), Univ Sci & Technol China, Dept Modern Phys, Anhua 230026, Peoples R China.",,0,0,AUG,2005,,
Partial wave analysis of psi '->pi(+)pi(-)pi(0) at BESII,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100039, Peoples R China.",,25,26,JUL 21,2005,10.1016/j.physletb.2005.05.038,
Searching for Lepton flavor violation processes at BES,"Tong, GL (corresponding author), Inst High Energy Phys, Beijing 100039, Peoples R China.",,0,0,JUL,2005,10.1016/j.nuclphysbps.2005.02.058,
Measurement of the branching fractions of psi(2S)-> 3(pi(+)pi(-)) and J/psi -> 2(pi(+)pi(-)),"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,6,6,JUL,2005,10.1103/PhysRevD.72.012002,
"Design, development and fabrication for BESIII superconducting muon detector solenoid","Wang, B (corresponding author), Wang NMR Inc, Livermore, CA 94551 USA.",,10,11,JUN,2005,10.1109/TASC.2005.849557,
High performance bilinear differential preamplifier for BESIII time-of-flight system,"Lee, YS (corresponding author), Univ Sci & Technol China, F Elect Lab, Hefei 230026, Peoples R China.",,0,0,JUN,2005,,
Observation of the decay psi (2S)-> K-*(892)(K)over-bar + c.c,"Wang, WF (corresponding author), Inst High Energy Phys, Beijing 100039, Peoples R China.",,27,27,MAY 12,2005,10.1016/j.physletb.2005.03.071,
Design and optimization of cell structure and layer arrangement of BESIII drift chamber,"Wu, LH (corresponding author), CAS, Inst High Energy Phys, Beijing 100049, Peoples R China.",,8,8,MAY,2005,,
"General review of BES physics, achievement and future","Li, WG (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,5,6,APR 10,2005,10.1142/S0217751X05022998,
Recent J/psi results from BESII,"Shen, XY (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,5,5,APR 10,2005,10.1142/S0217751X05023219,
Measurements of J/psi decays into 2(pi(+)pi(-))eta and 3(pi(+)pi(-))eta,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,7,7,MAR 24,2005,10.1016/j.physletb.2005.02.004,
A new surface treatment for the prototype RPCs of the BESIII spectrometer,"Zhao, T (corresponding author), Univ Washington, Dept Phys, Box 351560, Seattle, WA 98195 USA.",,35,36,MAR 11,2005,10.1016/j.nima.2004.10.037,
A supersymmetry model of leptons,"Liu, C (corresponding author), Chinese Acad Sci, Inst Theoret Phys, POB 2735, Beijing 100080, Peoples R China.",,12,12,MAR 3,2005,10.1016/j.physletb.2005.01.050,
Experimental study of accelerated aging of small cell drift chamber prototype with radioactive source,"Chen, C (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.",,1,3,MAR,2005,,
QCD at Finite temperature and density with staggered and Wilson quarks,"Luo, XQ (corresponding author), Zhongshan Univ, Dept Phys, Guangzhou 510275, Peoples R China.",,2,3,MAR,2005,10.1016/j.nuclphysbps.2004.11.303,
Fermion masses and flavor mixing in supersymmetric SO(10) model,"Yang, WM (corresponding author), CCAST, World Lab, POB 8730, Beijing 100080, Peoples R China.",,35,35,FEB 14,2005,10.1016/j.nuclphysb.2004.11.042,
Accelerating universe from gravitational leakage into extra dimensions: Testing with Type Ia supernovae,"Zhu, ZH (corresponding author), Beijing Normal Univ, Dept Astron, Beijing 100875, Peoples R China.",,51,51,FEB 10,2005,10.1086/427061,
"Measurements of J/psi decays into phi pi(0), phi eta, and phi eta '","Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.",,13,13,FEB,2005,10.1103/PhysRevD.71.032003,
Hadronic decays of charmonia from BESII,"Yuan, CZ (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100039, Peoples R China.",,0,0,JAN 30,2005,10.1142/S0217751X05021567,
A discrete particle model and numerical modeling of the failure modes of granular materials,"Li, XK (corresponding author), Dalian Univ Technol, State Key Lab Struct Anal Ind Equipment, Dalian, Peoples R China.",,49,62,,2005,10.1108/02644400510626479,
Implementing data aware scheduling in Gfarm(R) using LSF (TM) scheduler plugin mechanism,"Wei, XH (corresponding author), Jilin Univ, Coll Comp Sci & Technol, Changchun 130012, Peoples R China.",,7,7,,2005,,
The cryogenic system of BESIII in preliminary design,"Liu, L (corresponding author), Chinese Acad Sci, Tech Inst Phys & Chem, Beijing 100080, Peoples R China.",,3,3,,2005,,
The BESIII detector magnet,"Zhu, Z (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100039, Peoples R China.",,1,1,,2005,,
Thermal design of BESIII magnet,"Xu, Q (corresponding author), Chinese Acad Sci, Tech Inst Phy & Chem, Beijing 100080, Peoples R China.",,0,0,,2005,,
